Date,Open,High,Low,Close,Volume
2024-05-16,106.1108,106.6029,105.5735,106.0882,889554
2024-05-17,104.7679,105.6175,104.7679,105.1927,1166807
2024-05-20,105.2886,105.624,105.0516,105.3378,1397140
2024-05-21,107.0818,108.0551,106.9851,107.5201,987748
2024-05-22,108.2315,108.7272,107.0852,107.9062,1453596
2024-05-23,108.2194,108.4003,107.6187,108.0095,1632764
2024-05-24,108.7328,109.1969,108.0153,108.6061,802192
2024-05-27,110.2949,110.2949,109.9836,110.1393,821530
2024-05-28,110.4352,110.8971,110.4352,110.6661,1012453
2024-05-29,111.386,111.45,110.3532,110.9016,1158091
2024-05-30,111.6665,112.1832,110.6306,111.4069,902234
2024-05-31,112.1898,112.785,111.7273,112.2562,1584312
2024-06-03,113.0094,113.0697,112.3093,112.6895,1199265
2024-06-04,111.9591,112.7185,111.8207,112.2696,1068572
2024-06-05,112.2681,112.6052,112.2681,112.4366,686407
2024-06-06,113.1832,113.9462,112.7652,113.3557,711588
2024-06-07,114.1366,114.9466,113.6289,114.2878,1148885
2024-06-10,114.1813,114.8381,114.1293,114.4837,556944
2024-06-11,114.9184,114.9187,114.2175,114.5681,1430867
2024-06-12,115.1027,115.6992,114.6553,115.1772,1007068
2024-06-13,115.2924,115.5511,114.8308,115.1909,2793840
2024-06-14,116.1497,116.7654,115.8657,116.3156,2110372
2024-06-17,115.1727,116.648,114.7507,115.6993,1000054
2024-06-18,116.3181,116.6472,115.8321,116.2396,1022845
2024-06-19,114.4842,115.2385,114.4842,114.8614,1423564
2024-06-20,116.5487,116.884,116.2534,116.5687,1760224
2024-06-21,116.0501,117.0876,115.8094,116.4485,646023
2024-06-24,117.8403,117.8403,116.9861,117.4132,617903
2024-06-25,117.4441,117.4936,116.8606,117.1771,876234
2024-06-26,118.3324,119.087,117.5153,118.3011,1257732
2024-06-27,117.4921,117.9231,116.3211,117.1221,1225748
2024-06-28,117.827,118.4073,117.7463,118.0768,1455603
2024-07-01,119.3479,119.3479,119.2842,119.316,736813
2024-07-02,119.4443,120.1027,118.6665,119.3846,527105
2024-07-03,119.0171,119.2515,118.6257,118.9386,1366009
2024-07-04,119.4413,119.7271,118.3981,119.0626,823683
2024-07-05,118.8578,118.8578,118.8436,118.8507,576340
2024-07-08,119.6987,120.3043,118.9204,119.6124,1102972
2024-07-09,119.1798,119.5565,119.1798,119.3681,1339695
2024-07-10,119.3231,120.2634,118.9569,119.6102,1018032
2024-07-11,119.0706,119.587,118.6273,119.1072,920475
2024-07-12,120.1456,120.3688,119.8662,120.1175,1006703
2024-07-15,119.5236,120.2441,119.4804,119.8623,944891
2024-07-16,119.3886,119.3886,118.1126,118.7506,704741
2024-07-17,120.4276,120.4781,119.4675,119.9728,852216
2024-07-18,121.3637,121.8077,120.555,121.1813,1234756
2024-07-19,122.6612,123.6144,121.6637,122.6391,1162988
2024-07-22,122.5021,122.674,122.4604,122.5672,1110607
2024-07-23,122.2883,123.4668,121.6932,122.58,783444
2024-07-24,122.5952,123.0873,122.0556,122.5714,1000038
2024-07-25,122.7279,122.919,122.3787,122.6489,549563
2024-07-26,122.1381,122.4657,122.1381,122.3019,1114083
2024-07-29,122.5545,122.8957,122.0087,122.4522,1621167
2024-07-30,123.0016,123.7684,122.3303,123.0494,678581
2024-07-31,122.9794,123.904,122.9794,123.4417,885778
2024-08-01,123.3069,124.4405,122.705,123.5727,1165583
2024-08-02,124.4976,124.7633,124.4897,124.6265,1537783
2024-08-05,124.357,124.357,123.3721,123.8645,923136
2024-08-06,124.4473,124.4602,124.0886,124.2744,857970
2024-08-07,123.5712,124.5712,123.399,123.9851,584974
2024-08-08,125.773,126.3456,124.895,125.6203,1089284
2024-08-09,126.003,126.8015,126.003,126.4022,1948602
2024-08-12,127.7636,127.7636,127.4552,127.6094,1147627
2024-08-13,128.2255,128.9413,127.8121,128.3767,1048966
2024-08-14,127.0817,127.731,126.492,127.1115,1163129
2024-08-15,127.6051,127.7951,126.572,127.1835,1052493
2024-08-16,126.0253,127.2504,125.614,126.4322,827443
2024-08-19,125.544,126.0113,125.544,125.7777,1351849
2024-08-20,125.633,126.491,125.1421,125.8165,1130000
2024-08-21,125.8211,126.2966,124.6941,125.4953,1061595
2024-08-22,124.9904,125.1011,124.9904,125.0457,788107
2024-08-23,123.3961,124.5464,123.3961,123.9713,1561335
2024-08-26,125.3744,125.8915,125.1405,125.516,1289043
2024-08-27,126.047,126.3563,125.3904,125.8733,894592
2024-08-28,126.2347,126.4479,125.2661,125.857,1426233
2024-08-29,125.3128,125.8376,125.0785,125.458,909571
2024-08-30,124.8636,125.3233,124.6612,124.9922,835176
2024-09-02,124.2734,124.4201,123.4119,123.916,840783
2024-09-03,124.159,124.6132,124.159,124.3861,620747
2024-09-04,123.6265,123.973,123.5205,123.7467,1216468
2024-09-05,122.7502,123.3492,122.0343,122.6917,609659
2024-09-06,122.762,122.8331,122.4156,122.6243,730487
2024-09-09,121.8452,122.6513,121.3501,122.0007,566551
2024-09-10,122.2096,122.8009,121.5972,122.1991,1029083
2024-09-11,122.2014,122.3355,122.2014,122.2684,1009437
2024-09-12,123.4733,124.004,123.3497,123.6768,957413
2024-09-13,123.0674,123.7133,122.1427,122.928,772375
2024-09-16,124.4185,124.9266,124.4185,124.6726,742909
2024-09-17,123.8705,124.2326,123.4718,123.8522,1213853
2024-09-18,123.6427,124.1129,122.8966,123.5047,895228
2024-09-19,122.8813,123.6712,122.3019,122.9866,1161133
2024-09-20,121.5873,121.9605,121.1105,121.5355,809705
2024-09-23,121.077,121.7096,121.0287,121.3691,1114948
2024-09-24,121.5403,122.4355,120.7708,121.6031,1561228
2024-09-25,122.3795,123.1069,121.2794,122.1931,1259026
2024-09-26,123.3056,123.9915,122.5229,123.2572,933107
2024-09-27,122.7317,123.4246,122.3993,122.9119,1140708
2024-09-30,123.7705,123.996,123.4063,123.7012,982445
2024-10-01,124.262,124.3305,123.7502,124.0404,1058500
2024-10-02,122.7038,123.9482,122.7038,123.326,957725
2024-10-03,123.2765,123.5149,122.3258,122.9203,1005202
2024-10-04,122.53,123.4674,121.7988,122.6331,1125376
2024-10-07,123.1055,123.6266,122.3228,122.9747,783865
2024-10-08,121.2999,121.2999,121.059,121.1794,778587
2024-10-09,121.168,122.3271,120.8428,121.5849,696231
2024-10-10,121.6786,122.1391,121.6505,121.8948,653382
2024-10-11,122.1649,122.6482,121.8579,122.2531,732937
2024-10-14,121.8263,122.6148,121.5161,122.0654,1107746
2024-10-15,122.7954,123.2421,121.288,122.2651,807875
2024-10-16,121.9231,123.4336,120.9361,122.1849,1231919
2024-10-17,119.9757,120.7689,119.5162,120.1426,1067056
2024-10-18,121.2984,121.677,120.796,121.2365,585047
2024-10-21,121.2017,122.1833,120.9508,121.567,1285287
2024-10-22,122.16,122.9872,121.5747,122.2809,1346796
2024-10-23,121.6528,121.9646,121.1481,121.5564,783746
2024-10-24,121.7954,122.8221,120.9716,121.8969,1197872
2024-10-25,122.0665,122.6395,121.5504,122.095,816719
2024-10-28,120.9499,121.7151,120.5051,121.1101,1087401
2024-10-29,120.7851,121.8906,120.5977,121.2442,722628
2024-10-30,121.2123,121.7015,120.5284,121.1149,616656
2024-10-31,121.4415,121.5975,120.2245,120.911,941429
2024-11-01,120.6146,120.9425,120.2755,120.609,1017522
2024-11-04,121.1914,121.4725,120.774,121.1232,937241
2024-11-05,120.3059,120.3141,119.8818,120.0979,740285
2024-11-06,118.9257,119.8864,118.7222,119.3043,936617
2024-11-07,119.9527,120.1082,118.7805,119.4443,1144854
2024-11-08,119.641,120.1683,118.9927,119.5805,1041874
2024-11-11,120.2792,120.6708,118.9102,119.7905,1115429
2024-11-12,120.5951,121.2984,120.3346,120.8165,863686
2024-11-13,121.5698,121.6657,120.3738,121.0198,1500809
2024-11-14,120.558,120.558,120.1208,120.3394,742032
2024-11-15,122.1821,122.407,121.6198,122.0134,1222328
2024-11-18,122.0239,122.61,121.2951,121.9526,1505397
2024-11-19,122.9505,123.728,122.3259,123.0269,1219891
2024-11-20,121.8022,121.8521,121.0234,121.4377,993751
2024-11-21,121.3459,121.7712,120.8355,121.3033,901225
2024-11-22,121.0996,121.3334,121.0996,121.2165,1440968
2024-11-25,120.8792,121.616,120.8194,121.2177,689076
2024-11-26,122.4137,123.1786,121.7626,122.4706,789348
2024-11-27,123.0579,123.5959,122.3293,122.9626,937275
2024-11-28,122.1967,122.8252,121.6027,122.214,1530792
2024-11-29,122.7772,122.906,121.9024,122.4042,1183433
2024-12-02,121.9675,122.9507,121.9675,122.4591,789840
2024-12-03,122.693,122.9776,122.3204,122.649,962132
2024-12-04,121.8884,123.1058,121.784,122.4449,878264
2024-12-05,121.3505,121.7069,120.534,121.1204,853467
2024-12-06,119.7754,120.4008,119.2066,119.8037,1416453
2024-12-09,119.6936,119.9207,119.2157,119.5682,699749
2024-12-10,118.9722,119.0452,118.9722,119.0087,1711078
2024-12-11,119.4222,119.7788,118.3041,119.0415,1353858
2024-12-12,120.5907,120.6434,119.9116,120.2775,1464842
2024-12-13,119.8962,119.9939,119.4493,119.7216,919070
2024-12-16,120.1524,120.8388,119.5439,120.1914,1009552
2024-12-17,120.3013,120.5135,119.7409,120.1272,686975
2024-12-18,120.1963,121.146,119.6722,120.4091,902208
2024-12-19,120.1197,120.4906,119.2359,119.8633,1224565
2024-12-20,120.0083,120.1569,118.874,119.5154,1557852
2024-12-23,121.2656,121.2656,120.9584,121.112,757556
2024-12-24,121.5033,122.5072,120.9433,121.7253,946331
2024-12-25,119.8845,120.3179,119.2345,119.7762,1009141
2024-12-26,121.9564,122.751,121.9529,122.352,694719
2024-12-27,122.1182,122.4664,121.4209,121.9437,1260986
2024-12-30,122.2968,122.2968,122.1874,122.2421,849839
2024-12-31,121.7181,122.8788,121.7006,122.2897,995880
2025-01-01,122.1012,122.5762,122.1012,122.3387,922105
2025-01-02,122.7999,123.046,122.7278,122.8869,833341
2025-01-03,122.6517,122.8613,122.6268,122.7441,1053771
2025-01-06,122.5169,123.6535,122.1235,122.8885,989858
2025-01-07,122.6463,122.8631,122.1913,122.5272,944529
2025-01-08,123.1732,123.9658,122.2258,123.0958,848700
2025-01-09,124.1487,124.5727,123.8452,124.209,1162237
2025-01-10,124.9923,125.1387,124.9923,125.0655,1734249
2025-01-13,124.2803,124.2803,123.8419,124.0611,1101260
2025-01-14,124.8327,125.1227,123.5137,124.3182,1423793
2025-01-15,123.5077,124.1132,123.2011,123.6572,695880
2025-01-16,122.631,123.1756,122.4624,122.819,1107181
2025-01-17,124.9661,125.352,124.2736,124.8128,759784
2025-01-20,124.9394,125.677,124.4256,125.0513,678013
2025-01-21,125.2574,126.0822,124.5198,125.301,845927
2025-01-22,126.3701,127.0069,125.2669,126.1369,1509923
2025-01-23,128.2194,129.0634,128.2194,128.6414,1404237
2025-01-24,128.6316,128.6316,128.2853,128.4584,1135860
2025-01-27,130.0473,130.4362,129.6111,130.0236,666762
2025-01-28,130.8935,131.6206,130.436,131.0283,995614
2025-01-29,131.4454,131.7472,131.2023,131.4748,1156038
2025-01-30,131.6224,131.9093,131.3602,131.6348,1113101
2025-01-31,132.1416,133.3381,132.0939,132.716,607350
2025-02-03,133.7436,133.7656,132.7256,133.2456,808474
2025-02-04,133.4726,134.0014,132.9162,133.4588,1035895
2025-02-05,133.8445,134.0284,133.3645,133.6965,1240329
2025-02-06,134.7236,134.8796,133.9282,134.4039,546430
2025-02-07,134.1449,134.7234,134.1449,134.4342,1005869
2025-02-10,133.9764,134.5915,133.0445,133.818,1102305
2025-02-11,134.1895,135.0945,133.4642,134.2794,1362570
2025-02-12,133.9785,133.9785,133.8961,133.9373,1299977
2025-02-13,133.805,134.3792,133.805,134.0921,1257670
2025-02-14,134.2645,134.433,134.1626,134.2978,830694
2025-02-17,134.4006,134.9669,134.24,134.6035,595763
2025-02-18,135.4546,135.8271,134.7898,135.3084,938543
2025-02-19,135.2237,135.2237,134.9263,135.075,1426150
2025-02-20,134.3605,134.8888,134.3084,134.5986,1604040
2025-02-21,132.81,133.3119,132.7818,133.0468,1306895
2025-02-24,131.6249,132.2426,131.0801,131.6613,1423746
2025-02-25,128.2154,129.0353,127.9717,128.5035,1402675
2025-02-26,129.3996,129.458,128.7977,129.1278,1059348
2025-02-27,130.1204,130.8076,129.6736,130.2406,1203785
2025-02-28,129.2542,130.0078,129.2542,129.631,2065165
2025-03-03,127.54,128.1009,127.2184,127.6596,943387
2025-03-04,129.3912,130.6811,128.7749,129.728,2031801
2025-03-05,129.1583,130.5536,128.8207,129.6872,1136417
2025-03-06,127.4817,127.8394,127.4817,127.6606,1862871
2025-03-07,127.1113,127.7958,126.3574,127.0766,820734
2025-03-10,125.8625,126.1512,124.7405,125.4459,1492213
2025-03-11,124.3491,124.4634,124.0401,124.2518,1003464
2025-03-12,118.7259,119.5765,118.2358,118.9062,818656
2025-03-13,119.278,119.9852,118.2992,119.1422,1336493
2025-03-14,117.9296,118.2723,117.8579,118.0651,1694403
2025-03-17,120.4335,120.9042,120.3818,120.643,971423
2025-03-18,118.4877,119.5478,118.1135,118.8306,798344
2025-03-19,115.3242,116.3577,115.3053,115.8315,1217666
2025-03-20,116.1867,116.8935,115.7066,116.3001,1219277
2025-03-21,120.9255,121.4436,120.3119,120.8778,1475482
2025-03-24,122.2348,122.8489,121.6798,122.2644,1664238
2025-03-25,123.9748,124.271,123.9366,124.1038,1229570
2025-03-26,125.369,126.4321,124.9003,125.6662,2183961
2025-03-27,127.3433,127.956,126.3439,127.1499,1338781
2025-03-28,126.0332,126.8974,126.0018,126.4496,1128130
2025-03-31,124.858,125.1038,124.1286,124.6162,771837
2025-04-01,124.2782,124.5115,124.2782,124.3948,1156839
2025-04-02,127.3652,128.2469,126.9636,127.6052,1131533
2025-04-03,128.1844,129.318,127.9943,128.6562,1669594
2025-04-04,128.742,129.4032,128.404,128.9036,1437973
2025-04-07,132.0065,132.5083,130.8626,131.6854,878691
2025-04-08,127.0939,127.3532,126.5074,126.9303,1318066
2025-04-09,127.5373,127.8787,126.5735,127.2261,1531042
2025-04-10,127.4452,127.5286,127.0295,127.2791,1979608
2025-04-11,123.1019,123.9304,122.9545,123.4425,1633525
2025-04-14,122.1852,122.7329,121.8399,122.2864,1572620
2025-04-15,121.5903,122.3701,121.2857,121.8279,1274450
2025-04-16,118.7055,118.7055,117.9338,118.3197,1406329
2025-04-17,115.6837,116.4645,115.5973,116.0309,1820918
2025-04-18,117.9461,118.3484,117.018,117.6832,839168
2025-04-21,119.3382,119.4446,118.7001,119.0724,1127110
2025-04-22,116.9624,116.9624,116.7785,116.8705,992745
2025-04-23,116.3916,117.3847,115.6372,116.5109,1402470
2025-04-24,114.3367,114.9054,113.3616,114.1335,1810414
2025-04-25,112.0478,112.0478,111.7311,111.8894,1046443
2025-04-28,112.6591,113.4403,112.2263,112.8333,611034
2025-04-29,112.95,113.6284,112.95,113.2892,1106081
2025-04-30,113.4348,114.4665,113.4348,113.9507,1646302
2025-05-01,114.2833,114.6035,113.5566,114.0801,1470758
2025-05-02,110.9866,111.7732,110.9866,111.3799,1423253
2025-05-05,110.06,110.4305,109.8946,110.1625,1150839
2025-05-06,108.3519,108.517,107.9501,108.2335,852808
2025-05-07,110.4105,110.5987,110.1202,110.3594,1460936
2025-05-08,109.5965,109.7358,109.2243,109.4801,974534
2025-05-09,106.476,106.8282,106.0055,106.4169,2410221
2025-05-12,109.8157,109.8157,109.2531,109.5344,1485336
2025-05-13,106.8322,107.6616,106.5127,107.0872,1051581
2025-05-14,112.1707,113.1445,111.5772,112.3609,1041929
2025-05-15,111.3888,111.9214,111.2875,111.6044,1217264
2025-05-16,109.599,109.8618,108.8821,109.372,1164904
2025-05-19,106.9173,107.2105,106.1438,106.6772,1749866
2025-05-20,108.4087,108.8219,107.7512,108.2865,1323678
2025-05-21,110.8276,110.9595,110.0419,110.5007,1005012
2025-05-22,113.7216,114.6832,113.4319,114.0575,2206972
2025-05-23,116.066,116.1581,115.0104,115.5842,1270336
2025-05-26,115.717,115.717,115.3647,115.5409,1576396
2025-05-27,121.9254,122.4,121.0033,121.7016,1042916
2025-05-28,121.0972,121.2564,119.864,120.5602,1395739
2025-05-29,118.1136,118.6994,118.1136,118.4065,1374132
2025-05-30,115.0261,115.6466,114.7077,115.1772,710060
2025-06-02,114.6791,115.5069,114.2737,114.8903,2291191
2025-06-03,113.0611,113.2618,112.4534,112.8576,1843531
2025-06-04,112.3995,113.388,112.0028,112.6954,1111078
2025-06-05,111.5622,112.3232,110.3795,111.3514,899252
2025-06-06,110.2693,110.2693,109.7351,110.0022,1389241
2025-06-09,111.5751,111.5751,111.2992,111.4372,1284665
2025-06-10,106.3415,106.7557,105.7765,106.2661,1392624
2025-06-11,109.0866,109.9519,108.7614,109.3566,1325729
2025-06-12,108.7253,109.3415,108.5705,108.956,1456974
2025-06-13,108.1852,108.5931,107.1034,107.8483,1932242
2025-06-16,110.5352,110.5352,110.2432,110.3892,1484266
2025-06-17,108.2752,108.8689,107.7025,108.2857,913559
2025-06-18,106.5747,106.9837,106.3887,106.6862,1883738
2025-06-19,105.3661,106.6902,105.1146,105.9024,2047611
2025-06-20,103.3823,104.4875,102.8321,103.6598,3222335
2025-06-23,104.2575,104.2575,103.7444,104.001,893544
2025-06-24,101.5735,102.1645,101.5735,101.869,1346291
2025-06-25,98.6781,99.1955,98.0673,98.6314,670226
2025-06-26,99.9311,100.0016,99.3585,99.68,1477622
2025-06-27,98.602,99.299,98.5257,98.9124,1061867
2025-06-30,95.9247,96.2688,95.492,95.8804,2228933
2025-07-01,97.3425,97.3425,97.3113,97.3269,992136
2025-07-02,98.4765,98.8646,98.0823,98.4734,754073
2025-07-03,100.7767,100.7767,100.2499,100.5133,1086661
2025-07-04,100.9787,101.5892,100.9787,101.2839,692008
2025-07-07,102.1497,102.5817,101.1784,101.8801,1568028
2025-07-08,101.5304,101.7253,101.4233,101.5743,673656
2025-07-09,99.4361,99.803,98.6862,99.2446,1262415
2025-07-10,95.2656,95.4882,94.8331,95.1606,671088
2025-07-11,95.4549,95.9592,95.3012,95.6302,1137007
2025-07-14,88.0684,88.5092,87.5268,88.018,2049309
2025-07-15,87.9581,88.7821,87.955,88.3685,1394706
2025-07-16,86.5669,86.881,85.9922,86.4366,966031
2025-07-17,85.0808,85.5221,84.5127,85.0174,1240021
2025-07-18,85.3546,85.5029,84.9341,85.2185,1258467
2025-07-21,88.6647,88.6762,88.1854,88.4308,1442356
2025-07-22,90.154,90.236,89.9064,90.0712,830632
2025-07-23,90.6077,90.787,90.3614,90.5742,1495199
2025-07-24,87.4479,88.5084,86.7734,87.6409,556088
2025-07-25,87.8433,88.571,87.4289,88.0,1036162
2025-07-28,88.4654,88.4654,88.2361,88.3507,1081130
2025-07-29,91.1654,91.1654,90.9187,91.042,1513594
2025-07-30,92.1587,92.6713,91.7559,92.2136,1260210
2025-07-31,93.2269,93.6911,92.7413,93.2162,821043
2025-08-01,95.3951,96.0987,95.1239,95.6113,931453
2025-08-04,92.7359,92.7875,92.1421,92.4648,1328557
2025-08-05,88.7595,88.9443,88.2799,88.6121,1222342
2025-08-06,92.4353,92.4353,91.5786,92.0069,1052062
2025-08-07,89.2405,89.81,89.0638,89.4369,1083546
2025-08-08,87.5871,87.664,87.5871,87.6256,1542400
2025-08-11,91.6001,91.8712,91.223,91.5471,1071630
2025-08-12,95.0946,95.1593,94.7231,94.9412,1219038
2025-08-13,92.8917,93.3461,92.5374,92.9418,2400004
2025-08-14,93.7171,94.8585,92.9856,93.922,816592
2025-08-15,95.7433,95.9851,95.0804,95.5328,718159
2025-08-18,96.4999,96.6511,96.0013,96.3262,1583387
2025-08-19,95.1471,95.9228,94.8082,95.3655,1021116
2025-08-20,93.6458,93.7929,92.8661,93.3295,1137710
2025-08-21,95.2184,95.4001,94.4811,94.9406,990190
2025-08-22,96.9181,97.3907,96.3805,96.8856,1157832
2025-08-25,96.0656,96.8257,95.2672,96.0465,2021926
2025-08-26,97.3152,97.3496,97.0117,97.1806,1592217
2025-08-27,97.2006,97.8923,96.9285,97.4104,1621183
2025-08-28,97.0576,97.2587,96.8419,97.0503,818420
2025-08-29,95.726,96.7095,95.726,96.2177,886160
2025-09-01,97.1872,97.1872,96.7677,96.9774,534066
2025-09-02,95.4941,96.1005,95.4941,95.7973,981842
2025-09-03,94.9864,94.9864,94.3409,94.6637,1667791
2025-09-04,93.3014,93.9342,92.8227,93.3785,1461660
2025-09-05,91.7795,92.3641,91.2921,91.8281,1171207
2025-09-08,91.7913,92.0687,91.7913,91.93,1243337
2025-09-09,89.7179,90.1516,89.4136,89.7826,1017983
2025-09-10,90.371,90.371,89.9057,90.1383,1330982
2025-09-11,93.5136,93.7913,93.5136,93.6525,1574996
2025-09-12,91.345,91.379,90.7296,91.0543,770838
2025-09-15,90.9258,91.1564,90.5417,90.849,1369415
2025-09-16,92.7508,93.8552,92.2079,93.0315,1655693
2025-09-17,94.3968,95.1118,94.1907,94.6512,1105125
2025-09-18,99.3671,99.3671,99.1201,99.2436,1544499
2025-09-19,97.3565,97.8673,97.3071,97.5872,2912132
2025-09-22,95.2058,96.0581,94.9042,95.4812,1213109
2025-09-23,96.8133,97.3282,95.7494,96.5388,1408438
2025-09-24,98.9573,98.9573,98.7935,98.8754,1003077
2025-09-25,97.0201,97.0668,97.0201,97.0434,1321628
2025-09-26,97.7055,98.4087,96.8966,97.6527,1437019
2025-09-29,96.0191,96.7261,95.8059,96.266,1327028
2025-09-30,93.7923,93.7923,93.3687,93.5805,921807
2025-10-01,93.8247,94.0508,93.1021,93.5764,1331622
2025-10-02,96.3894,96.3894,96.1446,96.267,1940893
2025-10-03,94.1455,94.4373,93.6836,94.0605,1432011
2025-10-06,94.6238,94.6476,93.7704,94.209,1670437
2025-10-07,94.4257,94.9781,93.8736,94.4258,1165774
